,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
284,Genetic2Generated,ID:284,XByteField,FieldLenField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Genetic2Generated,ID:285,StrFixedLenField,ByteField,ShortEnumField,ShortEnumField,ShortEnumField,LenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Genetic2Generated,ID:286,FieldListField,LenField,XIntField,Field,Field,Field,XBitField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Genetic2Generated,ID:287,XShortField,StrField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Genetic2Generated,ID:288,LenField,ShortEnumField,ShortEnumField,MayEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Genetic2Generated,ID:289,XNBytesField,FlagsField,ShortEnumField,ShortEnumField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Genetic2Generated,ID:290,Field,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Genetic2Generated,ID:291,StrLenField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Genetic2Generated,ID:292,ShortField,MayEnd,MayEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Genetic2Generated,ID:293,XIntField,XIntField,SignedIntField,XIntField,SignedIntField,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Genetic2Generated,ID:294,StrFixedLenField,StrFixedLenField,XNBytesField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Genetic2Generated,ID:295,MACField,MACField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Genetic2Generated,ID:296,XByteField,XByteField,XStrLenField,XStrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Genetic2Generated,ID:297,ByteEnumField,XIntField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Genetic2Generated,ID:298,MayEnd,XIntField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Genetic2Generated,ID:299,MayEnd,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Genetic2Generated,ID:300,ByteEnumField,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Genetic2Generated,ID:301,LenField,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Genetic2Generated,ID:302,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,ByteEnumField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Genetic2Generated,ID:303,PadField,PadField,PadField,PadField,PadField,PadField,PadField,PadField,PadField,PadField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Genetic2Generated,ID:304,SockAddrsField,SockAddrsField,UUIDField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Genetic2Generated,ID:305,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Genetic2Generated,ID:306,FieldListField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Genetic2Generated,ID:307,StrLenField,ShortEnumField,FlagsField,StrLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Genetic2Generated,ID:308,BitEnumField,ByteField,StrFixedLenField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Genetic2Generated,ID:309,ByteEnumField,SockAddrsField,ByteEnumField,SockAddrsField,SockAddrsField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Genetic2Generated,ID:310,XNBytesField,MACField,MACField,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Genetic2Generated,ID:311,LenField,UUIDField,ShortEnumField,UUIDField,UUIDField,ShortEnumField,ShortEnumField,ShortEnumField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Genetic2Generated,ID:312,UUIDField,StrLenField,IntEnumField,IntEnumField,ByteField,IntEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Genetic2Generated,ID:313,FlagsField,LongField,LongField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Genetic2Generated,ID:314,PadField,PadField,SignedIntField,PadField,LongField,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Genetic2Generated,ID:315,SignedIntField,SignedIntField,SignedIntField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,MACField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Genetic2Generated,ID:316,SignedIntField,XStrLenField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Genetic2Generated,ID:317,XNBytesField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Genetic2Generated,ID:318,FlagsField,IP6Field,FlagsField,IP6Field,XShortField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Genetic2Generated,ID:319,StrLenField,StrField,StrField,StrField,IP6Field,StrField,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Genetic2Generated,ID:320,MayEnd,MayEnd,MayEnd,MayEnd,MayEnd,StrFixedLenField,XNBytesField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Genetic2Generated,ID:321,ShortField,ShortField,BitEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Genetic2Generated,ID:322,UUIDField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Genetic2Generated,ID:323,XIntField,FlagsField,XShortField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Genetic2Generated,ID:324,XShortField,BitEnumField,XShortField,ShortField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Genetic2Generated,ID:325,StrField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Genetic2Generated,ID:326,BitEnumField,BitEnumField,ShortField,IntField,UUIDField,UUIDField,UUIDField,UUIDField,UUIDField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Genetic2Generated,ID:327,StrField,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Genetic2Generated,ID:328,SignedIntField,SignedIntField,ShortField,SignedIntField,SignedIntField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Genetic2Generated,ID:329,IP6Field,ByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Genetic2Generated,ID:330,XShortField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Genetic2Generated,ID:331,IP6Field,IP6Field,IP6Field,IP6Field,IP6Field,EnumField,FieldLenField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Genetic2Generated,ID:332,MACField,MACField,BitEnumField,PadField,PadField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Genetic2Generated,ID:333,LenField,LenField,SockAddrsField,BitField,SockAddrsField,EnumField,SockAddrsField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Genetic2Generated,ID:334,XBitField,XBitField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Genetic2Generated,ID:335,StrLenField,LongField,StrLenField,LongField,StrLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Genetic2Generated,ID:336,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Genetic2Generated,ID:337,BitEnumField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Genetic2Generated,ID:338,MACField,ShortField,FlagsField,FlagsField,FlagsField,FlagsField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Genetic2Generated,ID:339,UUIDField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Genetic2Generated,ID:340,XIntField,BitField,MACField,MACField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Genetic2Generated,ID:341,LongField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Genetic2Generated,ID:342,SignedIntField,SignedIntField,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Genetic2Generated,ID:343,Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Genetic2Generated,ID:344,IP6Field,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Genetic2Generated,ID:345,SockAddrsField,SockAddrsField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Genetic2Generated,ID:346,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Genetic2Generated,ID:347,UUIDField,UUIDField,XIntField,UUIDField,SockAddrsField,UUIDField,UUIDField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Genetic2Generated,ID:348,SockAddrsField,SockAddrsField,StrFixedLenField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Genetic2Generated,ID:349,UUIDField,EnumField,EnumField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Genetic2Generated,ID:350,MACField,XByteField,MACField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Genetic2Generated,ID:351,UUIDField,IP6Field,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Genetic2Generated,ID:352,BitField,EnumField,IntField,IntField,IntField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Genetic2Generated,ID:353,ShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Genetic2Generated,ID:354,PadField,PadField,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Genetic2Generated,ID:355,BitEnumField,XNBytesField,XStrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Genetic2Generated,ID:356,EnumField,MACField,BitField,MACField,MACField,ShortField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Genetic2Generated,ID:357,BitEnumField,FlagsField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Genetic2Generated,ID:358,MayEnd,MayEnd,XBitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Genetic2Generated,ID:359,EnumField,StrField,StrField,StrField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Genetic2Generated,ID:360,IntEnumField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Genetic2Generated,ID:361,MayEnd,MayEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Genetic2Generated,ID:362,FieldListField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Genetic2Generated,ID:363,ShortField,ShortField,LenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Genetic2Generated,ID:364,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Genetic2Generated,ID:365,FlagsField,SockAddrsField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Genetic2Generated,ID:366,MACField,MACField,MACField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Genetic2Generated,ID:367,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,SockAddrsField,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Genetic2Generated,ID:368,XNBytesField,XNBytesField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Genetic2Generated,ID:369,BitEnumField,IP6Field,IP6Field,IntEnumField,PadField,IntEnumField,IntEnumField,IntEnumField,IntEnumField,IntEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Genetic2Generated,ID:370,XByteField,EnumField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Genetic2Generated,ID:371,XNBytesField,XNBytesField,UUIDField,LongField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Genetic2Generated,ID:372,IntEnumField,StrField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Genetic2Generated,ID:373,FieldListField,SignedIntField,SignedIntField,SignedIntField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Genetic2Generated,ID:374,UUIDField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Genetic2Generated,ID:375,StrFixedLenField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Genetic2Generated,ID:376,LongField,ByteField,ByteField,ByteField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Genetic2Generated,ID:377,XShortField,XIntField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Genetic2Generated,ID:378,ShortField,ShortField,ShortField,ShortField,ShortField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Genetic2Generated,ID:379,BitEnumField,IntField,XBitField,BitEnumField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Genetic2Generated,ID:380,LongField,ShortEnumField,StrField,ShortEnumField,LongField,FieldListField,FieldListField,LongField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Genetic2Generated,ID:381,LongField,FlagsField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Genetic2Generated,ID:382,SockAddrsField,StrLenField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Genetic2Generated,ID:383,Field,ByteEnumField,Field,Field,LenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Genetic2Generated,ID:384,BitField,BitField,UUIDField,UUIDField,IntEnumField,BitField,BitField,BitField,BitField,IntEnumField,SignedIntField,SignedIntField,IntEnumField,IntEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Genetic2Generated,ID:385,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Genetic2Generated,ID:386,BitEnumField,MayEnd,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Genetic2Generated,ID:387,IntField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Genetic2Generated,ID:388,ByteEnumField,LongField,StrLenField,StrLenField,IntEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Genetic2Generated,ID:389,EnumField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Genetic2Generated,ID:390,IntEnumField,IntEnumField,IntEnumField,IntEnumField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,XBitField,FlagsField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Genetic2Generated,ID:391,SockAddrsField,SockAddrsField,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Genetic2Generated,ID:392,StrField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Genetic2Generated,ID:393,Field,ByteEnumField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Genetic2Generated,ID:394,XShortField,XShortField,XShortField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Genetic2Generated,ID:395,IntField,IntField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Genetic2Generated,ID:396,MayEnd,BitField,BitField,BitField,EnumField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Genetic2Generated,ID:397,IntEnumField,IntEnumField,PadField,IntEnumField,ShortEnumField,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Genetic2Generated,ID:398,IntEnumField,SockAddrsField,SockAddrsField,XBitField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Genetic2Generated,ID:399,LongField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Genetic2Generated,ID:400,SockAddrsField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Genetic2Generated,ID:401,ByteEnumField,Field,Field,Field,Field,Field,FieldLenField,XIntField,LenField,LenField,Field,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Genetic2Generated,ID:402,XStrLenField,XStrLenField,XStrLenField,XStrLenField,XStrLenField,XStrLenField,XStrLenField,XStrLenField,XStrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Genetic2Generated,ID:403,ShortField,ShortField,XStrLenField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Genetic2Generated,ID:404,LongField,ByteField,ShortEnumField,ShortEnumField,ShortEnumField,MayEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Genetic2Generated,ID:405,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Genetic2Generated,ID:406,ByteEnumField,ByteEnumField,StrField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Genetic2Generated,ID:407,Field,XNBytesField,Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Genetic2Generated,ID:408,FieldListField,SignedIntField,XShortField,IP6Field,IntField,IP6Field,IP6Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Genetic2Generated,ID:409,Field,SignedIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Genetic2Generated,ID:410,ByteEnumField,XStrLenField,LongField,XBitField,IntField,XNBytesField,XNBytesField,XBitField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Genetic2Generated,ID:411,IntEnumField,MayEnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Genetic2Generated,ID:412,PadField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Genetic2Generated,ID:413,IntEnumField,IntEnumField,IntEnumField,IntEnumField,IntEnumField,UUIDField,IntEnumField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Genetic2Generated,ID:414,BitEnumField,BitEnumField,StrFixedLenField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Genetic2Generated,ID:415,UUIDField,UUIDField,UUIDField,UUIDField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Genetic2Generated,ID:416,XStrLenField,XStrLenField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Genetic2Generated,ID:417,StrFixedLenField,LenField,StrFixedLenField,LenField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Genetic2Generated,ID:418,MayEnd,MayEnd,EnumField,EnumField,EnumField,StrFixedLenField,EnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Genetic2Generated,ID:419,XBitField,XBitField,ShortField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Genetic2Generated,ID:420,ShortField,XIntField,XIntField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Genetic2Generated,ID:421,EnumField,EnumField,FieldListField,ShortEnumField,IntField,IntField,FieldListField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Genetic2Generated,ID:422,PadField,PadField,IP6Field,StrLenField,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Genetic2Generated,ID:423,Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Genetic2Generated,ID:424,XShortField,XShortField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Genetic2Generated,ID:425,BitEnumField,BitEnumField,BitEnumField,BitEnumField,XShortField,XShortField,XShortField,XShortField,FieldListField,XNBytesField,XNBytesField,XNBytesField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Genetic2Generated,ID:426,StrLenField,StrLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Genetic2Generated,ID:427,IntEnumField,PadField,LongField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Genetic2Generated,ID:428,MACField,FieldListField,FieldListField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Genetic2Generated,ID:429,XNBytesField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Genetic2Generated,ID:430,PadField,SockAddrsField,XByteField,XByteField,SockAddrsField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
