Model,Regularisation,Round,Score
2ndOrderMarkov,4.0,42,0.9275470085470086
2ndOrderMarkov,4.0,43,0.9226410256410257
2ndOrderMarkov,4.0,44,0.9361880341880342
2ndOrderMarkov,4.0,45,0.904
2ndOrderMarkov,4.0,46,0.9450940170940172
2ndOrderMarkov,4.0,47,0.9070940170940172
2ndOrderMarkov,4.0,48,0.9472820512820513
2ndOrderMarkov,4.0,49,0.9270940170940172
2ndOrderMarkov,5.0,0,0.9271880341880342
2ndOrderMarkov,5.0,1,0.9482820512820513
2ndOrderMarkov,5.0,2,0.9521880341880342
2ndOrderMarkov,5.0,3,0.9346410256410257
2ndOrderMarkov,5.0,4,0.9461880341880342
2ndOrderMarkov,5.0,5,0.9145470085470085
2ndOrderMarkov,5.0,6,0.9441880341880342
2ndOrderMarkov,5.0,7,0.9205470085470085
2ndOrderMarkov,5.0,8,0.9416410256410257
2ndOrderMarkov,5.0,9,0.9371880341880342
2ndOrderMarkov,5.0,10,0.9477350427350427
2ndOrderMarkov,5.0,11,0.9527350427350427
2ndOrderMarkov,5.0,12,0.9180940170940172
2ndOrderMarkov,5.0,13,0.9220940170940172
2ndOrderMarkov,5.0,14,0.9250940170940172
2ndOrderMarkov,5.0,15,0.9536410256410257
2ndOrderMarkov,5.0,16,0.9370940170940172
2ndOrderMarkov,5.0,17,0.9306410256410257
2ndOrderMarkov,5.0,18,0.9501880341880342
2ndOrderMarkov,5.0,19,0.9315470085470086
2ndOrderMarkov,5.0,20,0.9567350427350427
2ndOrderMarkov,5.0,21,0.9270940170940172
2ndOrderMarkov,5.0,22,0.9607350427350427
2ndOrderMarkov,5.0,23,0.9256410256410257
2ndOrderMarkov,5.0,24,0.9225470085470086
2ndOrderMarkov,5.0,25,0.9260940170940172
2ndOrderMarkov,5.0,26,0.9581880341880342
2ndOrderMarkov,5.0,27,0.9437350427350427
2ndOrderMarkov,5.0,28,0.9456410256410257
2ndOrderMarkov,5.0,29,0.9276410256410257
2ndOrderMarkov,5.0,30,0.9190940170940172
2ndOrderMarkov,5.0,31,0.9380940170940172
2ndOrderMarkov,5.0,32,0.896
2ndOrderMarkov,5.0,33,0.9356410256410257
2ndOrderMarkov,5.0,34,0.9266410256410257
2ndOrderMarkov,5.0,35,0.9506410256410257
2ndOrderMarkov,5.0,36,0.9396410256410257
2ndOrderMarkov,5.0,37,0.9225470085470086
2ndOrderMarkov,5.0,38,0.9290940170940172
2ndOrderMarkov,5.0,39,0.9396410256410257
2ndOrderMarkov,5.0,40,0.9591880341880342
2ndOrderMarkov,5.0,41,0.9436410256410257
2ndOrderMarkov,5.0,42,0.9518290598290599
2ndOrderMarkov,5.0,43,0.9266410256410257
2ndOrderMarkov,5.0,44,0.9602820512820514
2ndOrderMarkov,5.0,45,0.9682820512820514
2ndOrderMarkov,5.0,46,0.933
2ndOrderMarkov,5.0,47,0.9366410256410257
2ndOrderMarkov,5.0,48,0.9406410256410257
2ndOrderMarkov,5.0,49,0.9451880341880342
2ndOrderMarkov,6.0,0,0.9331880341880342
2ndOrderMarkov,6.0,1,0.9607350427350427
2ndOrderMarkov,6.0,2,0.9255470085470086
2ndOrderMarkov,6.0,3,0.909
2ndOrderMarkov,6.0,4,0.9561880341880342
2ndOrderMarkov,6.0,5,0.9400940170940172
2ndOrderMarkov,6.0,6,0.9426410256410257
2ndOrderMarkov,6.0,7,0.9617350427350427
2ndOrderMarkov,6.0,8,0.9621880341880342
2ndOrderMarkov,6.0,9,0.9431880341880342
2ndOrderMarkov,6.0,10,0.9371880341880342
2ndOrderMarkov,6.0,11,0.9205470085470085
2ndOrderMarkov,6.0,12,0.9326410256410257
2ndOrderMarkov,6.0,13,0.9300940170940172
2ndOrderMarkov,6.0,14,0.921
2ndOrderMarkov,6.0,15,0.9350940170940172
2ndOrderMarkov,6.0,16,0.9306410256410257
2ndOrderMarkov,6.0,17,0.9286410256410257
2ndOrderMarkov,6.0,18,0.9527350427350427
2ndOrderMarkov,6.0,19,0.9676410256410256
2ndOrderMarkov,6.0,20,0.9466410256410257
2ndOrderMarkov,6.0,21,0.915
2ndOrderMarkov,6.0,22,0.9366410256410257
2ndOrderMarkov,6.0,23,0.9095470085470085
2ndOrderMarkov,6.0,24,0.9350940170940172
2ndOrderMarkov,6.0,25,0.9471880341880342
2ndOrderMarkov,6.0,26,0.9215470085470086
2ndOrderMarkov,6.0,27,0.9150940170940172
2ndOrderMarkov,6.0,28,0.9206410256410257
2ndOrderMarkov,6.0,29,0.9547350427350427
2ndOrderMarkov,6.0,30,0.9140940170940172
2ndOrderMarkov,6.0,31,0.9456410256410257
2ndOrderMarkov,6.0,32,0.9507350427350427
2ndOrderMarkov,6.0,33,0.9481880341880342
2ndOrderMarkov,6.0,34,0.9305470085470086
2ndOrderMarkov,6.0,35,0.9486410256410257
2ndOrderMarkov,6.0,36,0.9300940170940172
2ndOrderMarkov,6.0,37,0.9386410256410257
2ndOrderMarkov,6.0,38,0.9406410256410257
2ndOrderMarkov,6.0,39,0.9255470085470086
2ndOrderMarkov,6.0,40,0.9758290598290599
2ndOrderMarkov,6.0,41,0.9410940170940172
2ndOrderMarkov,6.0,42,0.9366410256410257
2ndOrderMarkov,6.0,43,0.9482820512820513
2ndOrderMarkov,6.0,44,0.9366410256410257
2ndOrderMarkov,6.0,45,0.9266410256410257
2ndOrderMarkov,6.0,46,0.9521880341880342
2ndOrderMarkov,6.0,47,0.9170940170940172
2ndOrderMarkov,6.0,48,0.9406410256410257
2ndOrderMarkov,6.0,49,0.9350940170940172
2ndOrderMarkov,7.0,0,0.9150940170940172
2ndOrderMarkov,7.0,1,0.9421880341880342
2ndOrderMarkov,7.0,2,0.9416410256410257
2ndOrderMarkov,7.0,3,0.9426410256410257
2ndOrderMarkov,7.0,4,0.9400940170940172
2ndOrderMarkov,7.0,5,0.9536410256410257
2ndOrderMarkov,7.0,6,0.9517350427350427
2ndOrderMarkov,7.0,7,0.9515470085470085
2ndOrderMarkov,7.0,8,0.9270940170940172
2ndOrderMarkov,7.0,9,0.9461880341880342
2ndOrderMarkov,7.0,10,0.9260940170940172
2ndOrderMarkov,7.0,11,0.9517350427350427
2ndOrderMarkov,7.0,12,0.9457350427350427
2ndOrderMarkov,7.0,13,0.9175470085470085
2ndOrderMarkov,7.0,14,0.9346410256410257
2ndOrderMarkov,7.0,15,0.9360940170940172
2ndOrderMarkov,7.0,16,0.9200940170940172
2ndOrderMarkov,7.0,17,0.9376410256410257
2ndOrderMarkov,7.0,18,0.906
2ndOrderMarkov,7.0,19,0.9471880341880342
2ndOrderMarkov,7.0,20,0.9531880341880342
2ndOrderMarkov,7.0,21,0.9255470085470086
2ndOrderMarkov,7.0,22,0.9531880341880342
2ndOrderMarkov,7.0,23,0.9330940170940172
2ndOrderMarkov,7.0,24,0.9380940170940172
2ndOrderMarkov,7.0,25,0.9376410256410257
2ndOrderMarkov,7.0,26,0.9125470085470085
2ndOrderMarkov,7.0,27,0.9380940170940172
2ndOrderMarkov,7.0,28,0.9225470085470086
2ndOrderMarkov,7.0,29,0.9431880341880342
2ndOrderMarkov,7.0,30,0.9180940170940172
2ndOrderMarkov,7.0,31,0.9511880341880342
2ndOrderMarkov,7.0,32,0.9466410256410257
2ndOrderMarkov,7.0,33,0.9476410256410257
2ndOrderMarkov,7.0,34,0.925
2ndOrderMarkov,7.0,35,0.9421880341880342
2ndOrderMarkov,7.0,36,0.9125470085470085
2ndOrderMarkov,7.0,37,0.9240940170940172
2ndOrderMarkov,7.0,38,0.9356410256410257
2ndOrderMarkov,7.0,39,0.918
2ndOrderMarkov,7.0,40,0.9330940170940172
2ndOrderMarkov,7.0,41,0.9566410256410257
2ndOrderMarkov,7.0,42,0.9065470085470085
2ndOrderMarkov,7.0,43,0.9471880341880342
2ndOrderMarkov,7.0,44,0.9446410256410257
2ndOrderMarkov,7.0,45,0.9105470085470085
2ndOrderMarkov,7.0,46,0.9576410256410257
2ndOrderMarkov,7.0,47,0.9537350427350427
2ndOrderMarkov,7.0,48,0.915
2ndOrderMarkov,7.0,49,0.9180940170940172
2ndOrderMarkov,8.0,0,0.9541880341880342
2ndOrderMarkov,8.0,1,0.9521880341880342
2ndOrderMarkov,8.0,2,0.9400940170940172
2ndOrderMarkov,8.0,3,0.9476410256410257
2ndOrderMarkov,8.0,4,0.9350940170940172
2ndOrderMarkov,8.0,5,0.9531880341880342
2ndOrderMarkov,8.0,6,0.9591880341880342
2ndOrderMarkov,8.0,7,0.915
2ndOrderMarkov,8.0,8,0.9275470085470086
2ndOrderMarkov,8.0,9,0.9245470085470086
2ndOrderMarkov,8.0,10,0.9406410256410257
2ndOrderMarkov,8.0,11,0.9130940170940172
2ndOrderMarkov,8.0,12,0.9376410256410257
2ndOrderMarkov,8.0,13,0.9240940170940172
2ndOrderMarkov,8.0,14,0.9225470085470086
2ndOrderMarkov,8.0,15,0.9390940170940172
2ndOrderMarkov,8.0,16,0.9286410256410257
2ndOrderMarkov,8.0,17,0.9205470085470085
2ndOrderMarkov,8.0,18,0.9527350427350427
2ndOrderMarkov,8.0,19,0.9516410256410257
2ndOrderMarkov,8.0,20,0.9336410256410257
2ndOrderMarkov,8.0,21,0.9300940170940172
2ndOrderMarkov,8.0,22,0.9230940170940172
2ndOrderMarkov,8.0,23,0.9350940170940172
2ndOrderMarkov,8.0,24,0.9451880341880342
2ndOrderMarkov,8.0,25,0.9586410256410257
2ndOrderMarkov,8.0,26,0.9520940170940172
2ndOrderMarkov,8.0,27,0.9571880341880342
2ndOrderMarkov,8.0,28,0.9416410256410257
2ndOrderMarkov,8.0,29,0.915
2ndOrderMarkov,8.0,30,0.915
2ndOrderMarkov,8.0,31,0.9355470085470086
2ndOrderMarkov,8.0,32,0.9537350427350427
2ndOrderMarkov,8.0,33,0.9396410256410257
2ndOrderMarkov,8.0,34,0.9270940170940172
2ndOrderMarkov,8.0,35,0.9436410256410257
2ndOrderMarkov,8.0,36,0.9466410256410257
2ndOrderMarkov,8.0,37,0.9426410256410257
2ndOrderMarkov,8.0,38,0.9540940170940172
2ndOrderMarkov,8.0,39,0.9380940170940172
2ndOrderMarkov,8.0,40,0.9501880341880342
2ndOrderMarkov,8.0,41,0.9430940170940172
2ndOrderMarkov,8.0,42,0.9390940170940172
2ndOrderMarkov,8.0,43,0.9280940170940172
2ndOrderMarkov,8.0,44,0.9570940170940171
2ndOrderMarkov,8.0,45,0.915
2ndOrderMarkov,8.0,46,0.9657350427350427
2ndOrderMarkov,8.0,47,0.9095470085470085
2ndOrderMarkov,8.0,48,0.9320940170940172
2ndOrderMarkov,8.0,49,0.9300940170940172
2ndOrderMarkov,100000.0,0,0.9470940170940172
2ndOrderMarkov,100000.0,1,0.9365470085470086
2ndOrderMarkov,100000.0,2,0.9365470085470086
2ndOrderMarkov,100000.0,3,0.9396410256410257
2ndOrderMarkov,100000.0,4,0.9500940170940172
2ndOrderMarkov,100000.0,5,0.9660940170940171
2ndOrderMarkov,100000.0,6,0.9345470085470086
2ndOrderMarkov,100000.0,7,0.9510940170940172
2ndOrderMarkov,100000.0,8,0.9486410256410257
2ndOrderMarkov,100000.0,9,0.9445470085470086
2ndOrderMarkov,100000.0,10,0.9375470085470086
2ndOrderMarkov,100000.0,11,0.9365470085470086
2ndOrderMarkov,100000.0,12,0.9556410256410257
2ndOrderMarkov,100000.0,13,0.919
2ndOrderMarkov,100000.0,14,0.938
2ndOrderMarkov,100000.0,15,0.9530940170940172
2ndOrderMarkov,100000.0,16,0.9390940170940172
2ndOrderMarkov,100000.0,17,0.9601880341880342
2ndOrderMarkov,100000.0,18,0.9480940170940172
2ndOrderMarkov,100000.0,19,0.94
2ndOrderMarkov,100000.0,20,0.9465470085470085
2ndOrderMarkov,100000.0,21,0.9450940170940172
2ndOrderMarkov,100000.0,22,0.9476410256410257
2ndOrderMarkov,100000.0,23,0.9225470085470086
2ndOrderMarkov,100000.0,24,0.9435470085470086
2ndOrderMarkov,100000.0,25,0.935
2ndOrderMarkov,100000.0,26,0.9530940170940172
2ndOrderMarkov,100000.0,27,0.9420940170940172
2ndOrderMarkov,100000.0,28,0.9425470085470086
2ndOrderMarkov,100000.0,29,0.9490940170940172
2ndOrderMarkov,100000.0,30,0.9405470085470086
2ndOrderMarkov,100000.0,31,0.9586410256410257
2ndOrderMarkov,100000.0,32,0.9510940170940172
2ndOrderMarkov,100000.0,33,0.9660940170940171
2ndOrderMarkov,100000.0,34,0.9245470085470086
2ndOrderMarkov,100000.0,35,0.934
2ndOrderMarkov,100000.0,36,0.9526410256410257
2ndOrderMarkov,100000.0,37,0.9556410256410257
2ndOrderMarkov,100000.0,38,0.9496410256410257
2ndOrderMarkov,100000.0,39,0.9465470085470085
2ndOrderMarkov,100000.0,40,0.935
2ndOrderMarkov,100000.0,41,0.9400940170940172
2ndOrderMarkov,100000.0,42,0.9235470085470086
2ndOrderMarkov,100000.0,43,0.9600940170940171
2ndOrderMarkov,100000.0,44,0.9370940170940172
2ndOrderMarkov,100000.0,45,0.9255470085470086
2ndOrderMarkov,100000.0,46,0.9520940170940172
2ndOrderMarkov,100000.0,47,0.9410940170940172
2ndOrderMarkov,100000.0,48,0.9440940170940172
2ndOrderMarkov,100000.0,49,0.9405470085470086
GANModel,0.5,0,0.9606410256410257
GANModel,0.5,1,0.9586410256410257
GANModel,0.5,2,0.9710940170940171
GANModel,0.5,3,0.9475470085470085
GANModel,0.5,4,0.9711880341880342
GANModel,0.5,5,0.9690940170940171
GANModel,0.5,6,0.9731880341880341
GANModel,0.5,7,0.9616410256410257
GANModel,0.5,8,0.9500940170940172
GANModel,0.5,9,0.9570940170940171
GANModel,0.5,10,0.9671880341880342
GANModel,0.5,11,0.9761880341880341
GANModel,0.5,12,0.9580940170940171
GANModel,0.5,13,0.9530940170940172
GANModel,0.5,14,0.9606410256410257
GANModel,0.5,15,0.9550940170940171
GANModel,0.5,16,0.9686410256410256
GANModel,0.5,17,0.9751880341880341
GANModel,0.5,18,0.9560940170940171
GANModel,0.5,19,0.9650940170940171
GANModel,0.5,20,0.9525470085470085
GANModel,0.5,21,0.9450940170940172
GANModel,0.5,22,0.9486410256410257
GANModel,0.5,23,0.9586410256410257
GANModel,0.5,24,0.9480940170940172
GANModel,0.5,25,0.9576410256410257
GANModel,0.5,26,0.9556410256410257
GANModel,0.5,27,0.9680940170940171
GANModel,0.5,28,0.9596410256410257
GANModel,0.5,29,0.9570940170940171
GANModel,0.5,30,0.9771880341880341
GANModel,0.5,31,0.9717350427350427
GANModel,0.5,32,0.9580940170940171
GANModel,0.5,33,0.9781880341880341
GANModel,0.5,34,0.9626410256410257
GANModel,0.5,35,0.9450940170940172
GANModel,0.5,36,0.9616410256410257
GANModel,0.5,37,0.9686410256410256
GANModel,0.5,38,0.9610940170940171
GANModel,0.5,39,0.9636410256410256
GANModel,0.5,40,0.9490940170940172
GANModel,0.5,41,0.9676410256410256
GANModel,0.5,42,0.9686410256410256
GANModel,0.5,43,0.9570940170940171
GANModel,0.5,44,0.9671880341880342
GANModel,0.5,45,0.9710940170940171
GANModel,0.5,46,0.9415470085470086
GANModel,0.5,47,0.9600940170940171
GANModel,0.5,48,0.9580940170940171
GANModel,0.5,49,0.9837350427350426
GANModel,0.6666666666666666,0,0.9706410256410256
GANModel,0.6666666666666666,1,0.9560940170940171
GANModel,0.6666666666666666,2,0.9777350427350427
GANModel,0.6666666666666666,3,0.9445470085470086
GANModel,0.6666666666666666,4,0.9710940170940171
GANModel,0.6666666666666666,5,0.9686410256410256
GANModel,0.6666666666666666,6,0.9741880341880341
GANModel,0.6666666666666666,7,0.9811880341880341
GANModel,0.6666666666666666,8,0.9811880341880341
GANModel,0.6666666666666666,9,0.9837350427350426
GANModel,0.6666666666666666,10,0.9621880341880342
GANModel,0.6666666666666666,11,0.9761880341880341
GANModel,0.6666666666666666,12,0.9766410256410256
GANModel,0.6666666666666666,13,0.9852820512820514
GANModel,0.6666666666666666,14,0.9621880341880342
GANModel,0.6666666666666666,15,0.9887350427350426
GANModel,0.6666666666666666,16,0.9816410256410256
GANModel,0.6666666666666666,17,0.9405470085470086
GANModel,0.6666666666666666,18,0.9821880341880341
GANModel,0.6666666666666666,19,0.9626410256410257
GANModel,0.6666666666666666,20,0.9620940170940171
GANModel,0.6666666666666666,21,0.9515470085470085
GANModel,0.6666666666666666,22,0.9565470085470085
GANModel,0.6666666666666666,23,0.9620940170940171
GANModel,0.6666666666666666,24,0.9776410256410256
GANModel,0.6666666666666666,25,0.9680940170940171
GANModel,0.6666666666666666,26,0.9771880341880341
GANModel,0.6666666666666666,27,0.9465470085470085
GANModel,0.6666666666666666,28,0.9690940170940171
GANModel,0.6666666666666666,29,0.9610940170940171
GANModel,0.6666666666666666,30,0.9666410256410256
GANModel,0.6666666666666666,31,0.9791880341880341
GANModel,0.6666666666666666,32,0.9676410256410256
GANModel,0.6666666666666666,33,0.9726410256410256
GANModel,0.6666666666666666,34,0.9646410256410256
GANModel,0.6666666666666666,35,0.9741880341880341
GANModel,0.6666666666666666,36,0.9526410256410257
GANModel,0.6666666666666666,37,0.9706410256410256
GANModel,0.6666666666666666,38,0.9626410256410257
GANModel,0.6666666666666666,39,0.9676410256410256
GANModel,0.6666666666666666,40,0.9600940170940171
GANModel,0.6666666666666666,41,0.9746410256410256
GANModel,0.6666666666666666,42,0.9605470085470085
GANModel,0.6666666666666666,43,0.9490940170940172
GANModel,0.6666666666666666,44,0.9565470085470085
GANModel,0.6666666666666666,45,0.9681880341880342
GANModel,0.6666666666666666,46,0.9771880341880341
GANModel,0.6666666666666666,47,0.9616410256410257
GANModel,0.6666666666666666,48,0.9670940170940171
GANModel,0.6666666666666666,49,0.9867350427350426
GANModel,0.8333333333333333,0,0.9661880341880342
GANModel,0.8333333333333333,1,0.9696410256410256
GANModel,0.8333333333333333,2,0.9445470085470086
GANModel,0.8333333333333333,3,0.9601880341880342
GANModel,0.8333333333333333,4,0.9560940170940171
GANModel,0.8333333333333333,5,0.9495470085470085
GANModel,0.8333333333333333,6,0.9591880341880342
GANModel,0.8333333333333333,7,0.9526410256410257
GANModel,0.8333333333333333,8,0.9396410256410257
GANModel,0.8333333333333333,9,0.9656410256410256
GANModel,0.8333333333333333,10,0.9546410256410257
GANModel,0.8333333333333333,11,0.9667350427350427
GANModel,0.8333333333333333,12,0.9797350427350427
GANModel,0.8333333333333333,13,0.9756410256410256
GANModel,0.8333333333333333,14,0.9636410256410256
GANModel,0.8333333333333333,15,0.9837350427350426
GANModel,0.8333333333333333,16,0.9646410256410256
GANModel,0.8333333333333333,17,0.9646410256410256
GANModel,0.8333333333333333,18,0.9570940170940171
GANModel,0.8333333333333333,19,0.9680940170940171
GANModel,0.8333333333333333,20,0.9575470085470085
GANModel,0.8333333333333333,21,0.9660940170940171
GANModel,0.8333333333333333,22,0.9475470085470085
GANModel,0.8333333333333333,23,0.9887350427350426
GANModel,0.8333333333333333,24,0.9636410256410256
GANModel,0.8333333333333333,25,0.9701880341880342
GANModel,0.8333333333333333,26,0.9460940170940172
GANModel,0.8333333333333333,27,0.9760940170940171
GANModel,0.8333333333333333,28,0.955
GANModel,0.8333333333333333,29,0.9791880341880341
GANModel,0.8333333333333333,30,0.9620940170940171
GANModel,0.8333333333333333,31,0.9711880341880342
GANModel,0.8333333333333333,32,0.9751880341880341
GANModel,0.8333333333333333,33,0.9646410256410256
GANModel,0.8333333333333333,34,0.9525470085470085
GANModel,0.8333333333333333,35,0.9736410256410256
GANModel,0.8333333333333333,36,0.948
GANModel,0.8333333333333333,37,0.9771880341880341
GANModel,0.8333333333333333,38,0.945
GANModel,0.8333333333333333,39,0.9666410256410256
GANModel,0.8333333333333333,40,0.9485470085470085
GANModel,0.8333333333333333,41,0.9585470085470085
GANModel,0.8333333333333333,42,0.9636410256410256
GANModel,0.8333333333333333,43,0.9736410256410256
GANModel,0.8333333333333333,44,0.9545470085470085
GANModel,0.8333333333333333,45,0.9590940170940171
GANModel,0.8333333333333333,46,0.9680940170940171
GANModel,0.8333333333333333,47,0.9600940170940171
GANModel,0.8333333333333333,48,0.9681880341880342
GANModel,0.8333333333333333,49,0.9395470085470086
GANModel,1.0,0,0.9640940170940171
GANModel,1.0,1,0.9526410256410257
GANModel,1.0,2,0.9677350427350427
GANModel,1.0,3,0.9710940170940171
GANModel,1.0,4,0.9606410256410257
GANModel,1.0,5,0.9480940170940172
GANModel,1.0,6,0.9711880341880342
GANModel,1.0,7,0.947
GANModel,1.0,8,0.9680940170940171
GANModel,1.0,9,0.9781880341880341
GANModel,1.0,10,0.9740940170940171
GANModel,1.0,11,0.9656410256410256
GANModel,1.0,12,0.9726410256410256
GANModel,1.0,13,0.9425470085470086
GANModel,1.0,14,0.9801880341880341
GANModel,1.0,15,0.938
GANModel,1.0,16,0.9770940170940171
GANModel,1.0,17,0.9536410256410257
GANModel,1.0,18,0.9716410256410256
GANModel,1.0,19,0.9666410256410256
GANModel,1.0,20,0.9676410256410256
GANModel,1.0,21,0.9605470085470085
GANModel,1.0,22,0.9540940170940172
GANModel,1.0,23,0.9616410256410257
GANModel,1.0,24,0.9696410256410256
GANModel,1.0,25,0.9635470085470085
GANModel,1.0,26,0.9630940170940171
GANModel,1.0,27,0.9747350427350427
GANModel,1.0,28,0.9861880341880341
GANModel,1.0,29,0.9646410256410256
GANModel,1.0,30,0.9586410256410257
GANModel,1.0,31,0.9676410256410256
GANModel,1.0,32,0.9566410256410257
GANModel,1.0,33,0.9841880341880341
GANModel,1.0,34,0.9455470085470086
GANModel,1.0,35,0.9530940170940172
GANModel,1.0,36,0.9646410256410256
GANModel,1.0,37,0.9566410256410257
GANModel,1.0,38,0.9540940170940172
GANModel,1.0,39,0.9580940170940171
GANModel,1.0,40,0.9690940170940171
GANModel,1.0,41,0.9555470085470085
GANModel,1.0,42,0.9526410256410257
GANModel,1.0,43,0.9626410256410257
GANModel,1.0,44,0.9626410256410257
GANModel,1.0,45,0.9606410256410257
GANModel,1.0,46,0.9510940170940172
GANModel,1.0,47,0.9490940170940172
GANModel,1.0,48,0.9686410256410256
GANModel,1.0,49,0.9506410256410257
GANModel,1.1666666666666665,0,0.9887350427350426
GANModel,1.1666666666666665,1,0.9590940170940171
GANModel,1.1666666666666665,2,0.9460940170940172
GANModel,1.1666666666666665,3,0.9671880341880342
GANModel,1.1666666666666665,4,0.9721880341880341
GANModel,1.1666666666666665,5,0.9716410256410256
GANModel,1.1666666666666665,6,0.9355470085470086
GANModel,1.1666666666666665,7,0.9550940170940171
GANModel,1.1666666666666665,8,0.9696410256410256
GANModel,1.1666666666666665,9,0.9756410256410256
GANModel,1.1666666666666665,10,0.9767350427350427
GANModel,1.1666666666666665,11,0.9781880341880341
GANModel,1.1666666666666665,12,0.9631880341880342
GANModel,1.1666666666666665,13,0.9711880341880342
GANModel,1.1666666666666665,14,0.9626410256410257
GANModel,1.1666666666666665,15,0.9757350427350427
GANModel,1.1666666666666665,16,0.9566410256410257
GANModel,1.1666666666666665,17,0.9720940170940171
GANModel,1.1666666666666665,18,0.9686410256410256
GANModel,1.1666666666666665,19,0.9666410256410256
GANModel,1.1666666666666665,20,0.9636410256410256
GANModel,1.1666666666666665,21,0.9696410256410256
GANModel,1.1666666666666665,22,0.9580940170940171
GANModel,1.1666666666666665,23,0.9631880341880342
GANModel,1.1666666666666665,24,0.9540940170940172
GANModel,1.1666666666666665,25,0.9676410256410256
GANModel,1.1666666666666665,26,0.9801880341880341
GANModel,1.1666666666666665,27,0.9686410256410256
GANModel,1.1666666666666665,28,0.9460940170940172
GANModel,1.1666666666666665,29,0.9671880341880342
GANModel,1.1666666666666665,30,0.9817350427350426
GANModel,1.1666666666666665,31,0.9681880341880342
GANModel,1.1666666666666665,32,0.9616410256410257
GANModel,1.1666666666666665,33,0.9680940170940171
GANModel,1.1666666666666665,34,0.9500940170940172
GANModel,1.1666666666666665,35,0.9600940170940171
GANModel,1.1666666666666665,36,0.9546410256410257
GANModel,1.1666666666666665,37,0.9656410256410256
GANModel,1.1666666666666665,38,0.9610940170940171
GANModel,1.1666666666666665,39,0.9831880341880341
GANModel,1.1666666666666665,40,0.9626410256410257
GANModel,1.1666666666666665,41,0.9470940170940172
GANModel,1.1666666666666665,42,0.9721880341880341
GANModel,1.1666666666666665,43,0.9781880341880341
GANModel,1.1666666666666665,44,0.9721880341880341
GANModel,1.1666666666666665,45,0.9560940170940171
GANModel,1.1666666666666665,46,0.9620940170940171
GANModel,1.1666666666666665,47,0.9788290598290599
GANModel,1.1666666666666665,48,0.9580940170940171
GANModel,1.1666666666666665,49,0.9585470085470085
GANModel,1.3333333333333333,0,0.9731880341880341
GANModel,1.3333333333333333,1,0.9606410256410257
GANModel,1.3333333333333333,2,0.9690940170940171
GANModel,1.3333333333333333,3,0.9646410256410256
GANModel,1.3333333333333333,4,0.9485470085470085
GANModel,1.3333333333333333,5,0.9681880341880342
GANModel,1.3333333333333333,6,0.9656410256410256
GANModel,1.3333333333333333,7,0.9651880341880342
GANModel,1.3333333333333333,8,0.9807350427350426
GANModel,1.3333333333333333,9,0.9610940170940171
GANModel,1.3333333333333333,10,0.9706410256410256
GANModel,1.3333333333333333,11,0.9707350427350427
GANModel,1.3333333333333333,12,0.9606410256410257
GANModel,1.3333333333333333,13,0.9560940170940171
GANModel,1.3333333333333333,14,0.9761880341880341
GANModel,1.3333333333333333,15,0.9801880341880341
GANModel,1.3333333333333333,16,0.94
GANModel,1.3333333333333333,17,0.9691880341880342
GANModel,1.3333333333333333,18,0.9510940170940172
GANModel,1.3333333333333333,19,0.9626410256410257
GANModel,1.3333333333333333,20,0.9580940170940171
GANModel,1.3333333333333333,21,0.9766410256410256
GANModel,1.3333333333333333,22,0.9796410256410256
GANModel,1.3333333333333333,23,0.9711880341880342
GANModel,1.3333333333333333,24,0.9661880341880342
GANModel,1.3333333333333333,25,0.9736410256410256
GANModel,1.3333333333333333,26,0.9576410256410257
GANModel,1.3333333333333333,27,0.9605470085470085
GANModel,1.3333333333333333,28,0.9691880341880342
GANModel,1.3333333333333333,29,0.9530940170940172
GANModel,1.3333333333333333,30,0.929
GANModel,1.3333333333333333,31,0.9535470085470085
GANModel,1.3333333333333333,32,0.9756410256410256
GANModel,1.3333333333333333,33,0.9640940170940171
GANModel,1.3333333333333333,34,0.936
GANModel,1.3333333333333333,35,0.9656410256410256
GANModel,1.3333333333333333,36,0.9816410256410256
GANModel,1.3333333333333333,37,0.9601880341880342
GANModel,1.3333333333333333,38,0.9555470085470085
GANModel,1.3333333333333333,39,0.9717350427350427
GANModel,1.3333333333333333,40,0.9716410256410256
GANModel,1.3333333333333333,41,0.9721880341880341
GANModel,1.3333333333333333,42,0.9686410256410256
GANModel,1.3333333333333333,43,0.9576410256410257
GANModel,1.3333333333333333,44,0.9741880341880341
GANModel,1.3333333333333333,45,0.9847350427350426
GANModel,1.3333333333333333,46,0.9807350427350426
GANModel,1.3333333333333333,47,0.9736410256410256
GANModel,1.3333333333333333,48,0.9736410256410256
GANModel,1.3333333333333333,49,0.9596410256410257
GANModel,1.5,0,0.9656410256410256
GANModel,1.5,1,1.0052820512820513
GANModel,1.5,2,0.9807350427350426
GANModel,1.5,3,0.9540940170940172
GANModel,1.5,4,0.9576410256410257
GANModel,1.5,5,0.9781880341880341
GANModel,1.5,6,0.9716410256410256
GANModel,1.5,7,0.9676410256410256
GANModel,1.5,8,0.9710940170940171
GANModel,1.5,9,0.9687350427350427
GANModel,1.5,10,0.9525470085470085
GANModel,1.5,11,0.9616410256410257
GANModel,1.5,12,0.9831880341880341
GANModel,1.5,13,0.9616410256410257
GANModel,1.5,14,0.9546410256410257
GANModel,1.5,15,0.9751880341880341
GANModel,1.5,16,0.9580940170940171
GANModel,1.5,17,0.9556410256410257
