,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
411,GeneticGenerated,ID:411,IntField,IntField,ByteEnumField,ShortField,IntField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
412,GeneticGenerated,ID:412,IntField,IntField,LongField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
413,GeneticGenerated,ID:413,FlagsField,ShortEnumField,XIntField,ShortEnumField,XShortField,StrFixedLenField,XShortField,FlagsField,LenField,StrFixedLenField,ShortField,ShortField,ShortField,,,,,,,,,,,,,,,
414,GeneticGenerated,ID:414,FieldListField,FieldListField,FieldListField,FieldListField,FieldListField,ByteField,FieldListField,,,,,,,,,,,,,,,,,,,,,
415,GeneticGenerated,ID:415,XShortField,ByteEnumField,ByteEnumField,ShortField,ShortEnumField,IntField,,,,,,,,,,,,,,,,,,,,,,
416,GeneticGenerated,ID:416,MACField,MACField,ShortEnumField,MACField,,,,,,,,,,,,,,,,,,,,,,,,
417,GeneticGenerated,ID:417,StrLenField,FieldLenField,StrLenField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
418,GeneticGenerated,ID:418,ByteEnumField,ByteEnumField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,
419,GeneticGenerated,ID:419,StrField,BitField,IntField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,
420,GeneticGenerated,ID:420,StrFixedLenField,StrLenField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
421,GeneticGenerated,ID:421,LenField,XIntField,ShortEnumField,ShortEnumField,XShortField,ByteEnumField,XByteField,XShortField,,,,,,,,,,,,,,,,,,,,
422,GeneticGenerated,ID:422,ShortField,ShortField,ByteField,ByteField,ByteField,ByteField,StrLenField,,,,,,,,,,,,,,,,,,,,,
423,GeneticGenerated,ID:423,UUIDField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
424,GeneticGenerated,ID:424,XIntField,ShortField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,,
425,GeneticGenerated,ID:425,XShortField,ShortEnumField,ByteEnumField,ShortEnumField,LenField,XShortField,ByteEnumField,XIntField,IntField,,,,,,,,,,,,,,,,,,,
426,GeneticGenerated,ID:426,StrLenField,FieldLenField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
427,GeneticGenerated,ID:427,BitField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,
428,GeneticGenerated,ID:428,XStrLenField,XByteField,ByteField,ByteEnumField,ShortField,ByteField,FieldLenField,ByteEnumField,StrLenField,,,,,,,,,,,,,,,,,,,
429,GeneticGenerated,ID:429,ShortEnumField,ByteEnumField,ShortField,FlagsField,ByteEnumField,IntField,XIntField,FlagsField,FlagsField,IntField,ByteField,ByteField,XShortField,,,,,,,,,,,,,,,
430,GeneticGenerated,ID:430,StrLenField,MayEnd,FieldLenField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,
431,GeneticGenerated,ID:431,ByteEnumField,BitField,BitField,FieldLenField,BitField,BitField,XIntField,BitField,XShortField,XShortField,IntEnumField,PadField,,,,,,,,,,,,,,,,
432,GeneticGenerated,ID:432,ShortField,StrLenField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
433,GeneticGenerated,ID:433,UUIDField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
434,GeneticGenerated,ID:434,ByteField,ByteField,ByteField,IP6Field,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,
435,GeneticGenerated,ID:435,IntEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,GeneticGenerated,ID:436,ByteEnumField,FlagsField,ShortField,FlagsField,FlagsField,FlagsField,ByteEnumField,FlagsField,FlagsField,IntField,,,,,,,,,,,,,,,,,,
437,GeneticGenerated,ID:437,BitField,ByteField,XShortField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
438,GeneticGenerated,ID:438,ByteEnumField,ShortField,StrLenField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,
439,GeneticGenerated,ID:439,StrFixedLenField,UUIDField,BitField,XShortField,BitField,BitField,BitField,XShortField,BitField,BitField,BitField,ShortField,BitField,,,,,,,,,,,,,,,
440,GeneticGenerated,ID:440,ShortField,ByteField,ByteEnumField,ShortField,ShortField,IntField,,,,,,,,,,,,,,,,,,,,,,
441,GeneticGenerated,ID:441,ByteEnumField,ByteField,ByteEnumField,ByteField,StrLenField,StrFixedLenField,IntField,IntField,,,,,,,,,,,,,,,,,,,,
442,GeneticGenerated,ID:442,ShortField,ByteEnumField,ByteEnumField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,,
443,GeneticGenerated,ID:443,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
444,GeneticGenerated,ID:444,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
445,GeneticGenerated,ID:445,Field,Field,FlagsField,FlagsField,Field,SockAddrsField,Field,Field,Field,PadField,Field,,,,,,,,,,,,,,,,,
446,GeneticGenerated,ID:446,ShortEnumField,XShortField,XShortField,XShortField,XIntField,,,,,,,,,,,,,,,,,,,,,,,
447,GeneticGenerated,ID:447,ByteField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
448,GeneticGenerated,ID:448,ShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
449,GeneticGenerated,ID:449,FlagsField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
450,GeneticGenerated,ID:450,ByteField,BitField,ShortField,ByteEnumField,BitField,ByteField,,,,,,,,,,,,,,,,,,,,,,
451,GeneticGenerated,ID:451,ShortEnumField,IntField,IntField,IntField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
452,GeneticGenerated,ID:452,ByteField,ByteEnumField,IntField,ByteEnumField,IntField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
453,GeneticGenerated,ID:453,IntField,StrLenField,XByteField,ByteEnumField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,
454,GeneticGenerated,ID:454,BitEnumField,BitEnumField,BitEnumField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
455,GeneticGenerated,ID:455,StrLenField,FieldLenField,IntField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,
456,GeneticGenerated,ID:456,ByteEnumField,ShortField,ByteEnumField,IntField,ShortEnumField,FlagsField,FlagsField,IntField,XIntField,FlagsField,XShortField,ByteField,ByteField,,,,,,,,,,,,,,,
457,GeneticGenerated,ID:457,ByteEnumField,ByteEnumField,ShortEnumField,IntField,ShortField,FlagsField,XIntField,IntField,IntField,,,,,,,,,,,,,,,,,,,
458,GeneticGenerated,ID:458,XIntField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
459,GeneticGenerated,ID:459,ByteField,ByteField,MACField,ByteField,ByteField,ByteField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,
460,GeneticGenerated,ID:460,XIntField,XIntField,XByteField,XByteField,XByteField,ByteEnumField,XByteField,,,,,,,,,,,,,,,,,,,,,
461,GeneticGenerated,ID:461,ByteField,ShortField,XShortField,ShortField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,
462,GeneticGenerated,ID:462,IntField,IntField,IntField,ShortEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,
463,GeneticGenerated,ID:463,IntEnumField,IntField,MACField,XShortField,StrFixedLenField,FlagsField,FlagsField,IntField,FlagsField,FlagsField,FlagsField,FlagsField,XIntField,,,,,,,,,,,,,,,
464,GeneticGenerated,ID:464,ByteField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,
465,GeneticGenerated,ID:465,MACField,MACField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
466,GeneticGenerated,ID:466,ShortField,ByteEnumField,ShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
467,GeneticGenerated,ID:467,ShortEnumField,LenField,XShortField,XIntField,XIntField,ShortField,XShortField,XIntField,ShortEnumField,,,,,,,,,,,,,,,,,,,
468,GeneticGenerated,ID:468,ByteField,ShortField,ByteEnumField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,
469,GeneticGenerated,ID:469,ShortEnumField,IntField,LenField,XIntField,XShortField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,
470,GeneticGenerated,ID:470,ByteField,ByteField,LenField,MACField,,,,,,,,,,,,,,,,,,,,,,,,
471,GeneticGenerated,ID:471,XIntField,FlagsField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,
472,GeneticGenerated,ID:472,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
473,GeneticGenerated,ID:473,XBitField,ByteField,XShortField,XShortField,BitEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
474,GeneticGenerated,ID:474,ByteEnumField,XShortField,BitField,BitField,XIntField,BitField,FieldLenField,BitField,XShortField,BitField,IntEnumField,PadField,,,,,,,,,,,,,,,,
475,GeneticGenerated,ID:475,ByteField,ByteField,BitField,BitField,BitField,BitField,IntField,IP6Field,,,,,,,,,,,,,,,,,,,,
476,GeneticGenerated,ID:476,ByteField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
477,GeneticGenerated,ID:477,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,GeneticGenerated,ID:478,XStrLenField,XStrLenField,EnumField,ShortEnumField,FieldLenField,FieldLenField,FieldLenField,MayEnd,XStrLenField,ShortEnumField,,,,,,,,,,,,,,,,,,
479,GeneticGenerated,ID:479,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,GeneticGenerated,ID:480,XShortField,StrLenField,XIntField,FieldLenField,ShortEnumField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,
481,GeneticGenerated,ID:481,Field,PadField,Field,FlagsField,Field,FlagsField,Field,SockAddrsField,,,,,,,,,,,,,,,,,,,,
482,GeneticGenerated,ID:482,XByteField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
483,GeneticGenerated,ID:483,ByteField,StrLenField,ShortField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,
484,GeneticGenerated,ID:484,ByteEnumField,ByteField,ShortField,FieldLenField,ByteEnumField,XByteField,StrLenField,XStrLenField,ByteField,,,,,,,,,,,,,,,,,,,
485,GeneticGenerated,ID:485,ByteEnumField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
486,GeneticGenerated,ID:486,ByteEnumField,XByteField,ShortField,ByteEnumField,ByteField,StrLenField,XStrLenField,FieldLenField,ByteField,,,,,,,,,,,,,,,,,,,
487,GeneticGenerated,ID:487,XBitField,XBitField,LenField,,,,,,,,,,,,,,,,,,,,,,,,,
488,GeneticGenerated,ID:488,StrLenField,FieldLenField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
489,GeneticGenerated,ID:489,IntField,ByteEnumField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,
490,GeneticGenerated,ID:490,LenField,ShortField,ByteEnumField,ShortEnumField,FlagsField,ShortField,XIntField,ByteEnumField,XShortField,FlagsField,ShortField,ShortEnumField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,
491,GeneticGenerated,ID:491,MayEnd,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
492,GeneticGenerated,ID:492,ByteEnumField,ByteEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
493,GeneticGenerated,ID:493,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,GeneticGenerated,ID:494,IntField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
495,GeneticGenerated,ID:495,ShortEnumField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
496,GeneticGenerated,ID:496,ByteEnumField,XByteField,ByteEnumField,ByteEnumField,ByteEnumField,XByteField,ByteField,,,,,,,,,,,,,,,,,,,,,
497,GeneticGenerated,ID:497,ByteEnumField,ShortField,BitField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,
498,GeneticGenerated,ID:498,XBitField,ShortField,ShortEnumField,ShortField,XIntField,,,,,,,,,,,,,,,,,,,,,,,
499,GeneticGenerated,ID:499,FieldLenField,XByteField,StrLenField,ByteEnumField,FieldLenField,FieldLenField,StrLenField,,,,,,,,,,,,,,,,,,,,,
500,GeneticGenerated,ID:500,XByteField,XByteField,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,
501,GeneticGenerated,ID:501,StrLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,
502,GeneticGenerated,ID:502,ByteEnumField,IP6Field,XShortField,IP6Field,XIntField,ByteField,,,,,,,,,,,,,,,,,,,,,,
503,GeneticGenerated,ID:503,LenField,IntField,XIntField,ShortEnumField,ByteEnumField,XShortField,ShortEnumField,ByteEnumField,XShortField,,,,,,,,,,,,,,,,,,,
504,GeneticGenerated,ID:504,ByteEnumField,XIntField,ByteField,StrFixedLenField,ByteField,XIntField,ByteField,ShortField,ByteField,StrFixedLenField,,,,,,,,,,,,,,,,,,
505,GeneticGenerated,ID:505,BitField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
506,GeneticGenerated,ID:506,ByteField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
507,GeneticGenerated,ID:507,BitField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
508,GeneticGenerated,ID:508,IntField,ByteField,ByteField,ByteField,ByteEnumField,IP6Field,,,,,,,,,,,,,,,,,,,,,,
509,GeneticGenerated,ID:509,FieldLenField,FieldLenField,StrLenField,StrLenField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,
510,GeneticGenerated,ID:510,XIntField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
511,GeneticGenerated,ID:511,ShortField,BitField,ByteEnumField,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,
512,GeneticGenerated,ID:512,FieldLenField,IntField,StrLenField,IntField,IntField,StrFixedLenField,IntField,IntField,,,,,,,,,,,,,,,,,,,,
513,GeneticGenerated,ID:513,FieldLenField,StrLenField,ShortEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
514,GeneticGenerated,ID:514,BitField,BitEnumField,FlagsField,BitField,BitField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,,,,,,,,,,
515,GeneticGenerated,ID:515,PadField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,
516,GeneticGenerated,ID:516,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,GeneticGenerated,ID:517,ByteEnumField,ByteEnumField,ShortField,IntField,ByteField,ByteField,ByteField,ByteField,IP6Field,IntField,,,,,,,,,,,,,,,,,,
518,GeneticGenerated,ID:518,LenField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
519,GeneticGenerated,ID:519,LenField,ShortEnumField,ByteEnumField,ShortEnumField,XIntField,ShortField,ShortField,ByteEnumField,FlagsField,FlagsField,ShortField,XShortField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,
520,GeneticGenerated,ID:520,XByteField,BitField,BitField,FlagsField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,,,,,,,,,,,
521,GeneticGenerated,ID:521,XShortField,ShortEnumField,StrFixedLenField,StrLenField,IntField,FieldLenField,ShortField,,,,,,,,,,,,,,,,,,,,,
522,GeneticGenerated,ID:522,PadField,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,GeneticGenerated,ID:523,IntField,LongField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
524,GeneticGenerated,ID:524,IntField,IntField,UUIDField,,,,,,,,,,,,,,,,,,,,,,,,,
525,GeneticGenerated,ID:525,BitField,BitEnumField,FlagsField,BitField,,,,,,,,,,,,,,,,,,,,,,,,
526,GeneticGenerated,ID:526,ByteField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
527,GeneticGenerated,ID:527,ByteField,ByteField,BitField,BitField,BitField,BitField,ByteField,BitField,BitField,XByteField,BitField,ByteField,,,,,,,,,,,,,,,,
528,GeneticGenerated,ID:528,IntField,IntField,LongField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
529,GeneticGenerated,ID:529,ByteField,ByteEnumField,StrLenField,ByteField,IntField,ByteEnumField,IntField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,
530,GeneticGenerated,ID:530,ShortEnumField,ByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
531,GeneticGenerated,ID:531,XByteField,XIntField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,
532,GeneticGenerated,ID:532,BitField,ByteField,BitField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,
533,GeneticGenerated,ID:533,Field,FlagsField,FlagsField,PadField,Field,Field,Field,SockAddrsField,,,,,,,,,,,,,,,,,,,,
534,GeneticGenerated,ID:534,XByteField,XByteField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
535,GeneticGenerated,ID:535,ByteField,FieldListField,FieldListField,FieldListField,FieldListField,FieldListField,FieldListField,,,,,,,,,,,,,,,,,,,,,
536,GeneticGenerated,ID:536,XIntField,FlagsField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,
537,GeneticGenerated,ID:537,BitField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
538,GeneticGenerated,ID:538,IntEnumField,FieldLenField,ByteEnumField,FieldLenField,FieldListField,,,,,,,,,,,,,,,,,,,,,,,
539,GeneticGenerated,ID:539,ShortEnumField,StrLenField,ByteEnumField,IntField,FieldLenField,ByteEnumField,FieldLenField,StrLenField,,,,,,,,,,,,,,,,,,,,
540,GeneticGenerated,ID:540,ByteEnumField,ByteEnumField,FlagsField,IntField,FlagsField,FlagsField,XIntField,FlagsField,ShortEnumField,IntField,IntField,IntField,IntField,ShortField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,
541,GeneticGenerated,ID:541,ByteEnumField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
542,GeneticGenerated,ID:542,IntField,LongField,IntField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
543,GeneticGenerated,ID:543,LongField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
544,GeneticGenerated,ID:544,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,GeneticGenerated,ID:545,IntField,IntField,LongField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
546,GeneticGenerated,ID:546,XBitField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
547,GeneticGenerated,ID:547,XBitField,BitField,ShortField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
548,GeneticGenerated,ID:548,FieldLenField,ByteField,ByteField,ByteField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,
549,GeneticGenerated,ID:549,XShortField,ByteEnumField,ByteEnumField,ShortField,ShortEnumField,IntField,,,,,,,,,,,,,,,,,,,,,,
550,GeneticGenerated,ID:550,ShortEnumField,ByteEnumField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
551,GeneticGenerated,ID:551,StrFixedLenField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
552,GeneticGenerated,ID:552,IntEnumField,XIntField,LongField,LongField,LongField,LongField,LongField,LongField,LongField,IntField,LongField,LongField,LongField,LongField,IntField,LongField,,,,,,,,,,,,
553,GeneticGenerated,ID:553,FieldListField,FieldListField,ByteField,FieldListField,FieldListField,FieldListField,FieldListField,,,,,,,,,,,,,,,,,,,,,
554,GeneticGenerated,ID:554,ByteField,ByteEnumField,ShortField,ShortField,ShortField,IntField,,,,,,,,,,,,,,,,,,,,,,
555,GeneticGenerated,ID:555,BitEnumField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,,,
556,GeneticGenerated,ID:556,ByteEnumField,StrFixedLenField,XIntField,ByteField,ByteField,ByteField,XIntField,ByteField,ShortField,StrFixedLenField,,,,,,,,,,,,,,,,,,
557,GeneticGenerated,ID:557,XByteField,ByteField,BitField,BitField,BitField,BitField,BitField,ByteField,BitField,BitField,ByteField,ByteField,,,,,,,,,,,,,,,,
558,GeneticGenerated,ID:558,FieldLenField,MayEnd,ShortEnumField,StrLenField,,,,,,,,,,,,,,,,,,,,,,,,
559,GeneticGenerated,ID:559,XByteField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,,,,
560,GeneticGenerated,ID:560,ByteEnumField,IntField,ShortEnumField,ByteEnumField,ShortEnumField,FlagsField,ShortField,XShortField,IntEnumField,LongField,LongField,LongField,,,,,,,,,,,,,,,,
561,GeneticGenerated,ID:561,ByteEnumField,IntField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,
562,GeneticGenerated,ID:562,ShortEnumField,StrLenField,ByteEnumField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,
563,GeneticGenerated,ID:563,ByteEnumField,StrLenField,FieldLenField,StrLenField,ByteEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
564,GeneticGenerated,ID:564,XShortField,XNBytesField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
565,GeneticGenerated,ID:565,BitField,BitEnumField,StrField,,,,,,,,,,,,,,,,,,,,,,,,,
566,GeneticGenerated,ID:566,ShortField,StrLenField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,
567,GeneticGenerated,ID:567,XShortField,XShortField,XByteField,FieldListField,ByteField,XShortField,,,,,,,,,,,,,,,,,,,,,,
568,GeneticGenerated,ID:568,BitField,FieldLenField,StrLenField,FlagsField,,,,,,,,,,,,,,,,,,,,,,,,
569,GeneticGenerated,ID:569,Field,Field,Field,StrFixedLenField,Field,Field,Field,Field,Field,Field,Field,,,,,,,,,,,,,,,,,
570,GeneticGenerated,ID:570,FlagsField,FlagsField,StrLenField,FieldLenField,ShortField,XBitField,,,,,,,,,,,,,,,,,,,,,,
571,GeneticGenerated,ID:571,SignedIntField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,,,
572,GeneticGenerated,ID:572,ByteEnumField,MayEnd,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
573,GeneticGenerated,ID:573,FieldLenField,XShortField,PadField,,,,,,,,,,,,,,,,,,,,,,,,,
574,GeneticGenerated,ID:574,XByteField,ByteEnumField,FieldLenField,XIntField,IntField,ShortField,FieldListField,FieldListField,FieldLenField,,,,,,,,,,,,,,,,,,,
575,GeneticGenerated,ID:575,BitField,BitField,BitField,,,,,,,,,,,,,,,,,,,,,,,,,
576,GeneticGenerated,ID:576,XShortField,XBitField,ByteField,XShortField,BitEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,
577,GeneticGenerated,ID:577,BitField,BitField,ByteField,XShortField,,,,,,,,,,,,,,,,,,,,,,,,
578,GeneticGenerated,ID:578,StrLenField,FlagsField,FieldLenField,FlagsField,ShortField,XBitField,,,,,,,,,,,,,,,,,,,,,,
579,GeneticGenerated,ID:579,BitEnumField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
580,GeneticGenerated,ID:580,XShortField,XShortField,XShortField,XShortField,XByteField,XShortField,XShortField,XShortField,XShortField,XShortField,XShortField,XShortField,,,,,,,,,,,,,,,,
581,GeneticGenerated,ID:581,XStrLenField,ByteField,ShortField,XStrLenField,IntField,ByteEnumField,XIntField,,,,,,,,,,,,,,,,,,,,,
582,GeneticGenerated,ID:582,ShortField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,,,,
583,GeneticGenerated,ID:583,ShortField,BitField,BitField,FlagsField,BitField,ShortField,ShortField,ShortField,ShortField,,,,,,,,,,,,,,,,,,,
584,GeneticGenerated,ID:584,ByteField,ByteField,ByteField,IntField,ByteField,,,,,,,,,,,,,,,,,,,,,,,
585,GeneticGenerated,ID:585,MACField,StrFixedLenField,StrFixedLenField,MACField,StrFixedLenField,StrFixedLenField,,,,,,,,,,,,,,,,,,,,,,
586,GeneticGenerated,ID:586,FieldLenField,ShortField,FieldListField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,
587,GeneticGenerated,ID:587,XByteField,ByteField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
588,GeneticGenerated,ID:588,LenField,ShortEnumField,XShortField,IntEnumField,XShortField,ShortField,ShortField,IntField,ShortField,XIntField,ShortEnumField,,,,,,,,,,,,,,,,,
589,GeneticGenerated,ID:589,ShortField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,
590,GeneticGenerated,ID:590,ByteField,ShortField,ByteField,IntField,,,,,,,,,,,,,,,,,,,,,,,,
591,GeneticGenerated,ID:591,ByteField,XByteField,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,
592,GeneticGenerated,ID:592,XByteField,XByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
593,GeneticGenerated,ID:593,ShortField,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,GeneticGenerated,ID:594,IntEnumField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,,
595,GeneticGenerated,ID:595,BitEnumField,MACField,StrFixedLenField,FlagsField,FlagsField,FlagsField,ShortEnumField,FlagsField,FlagsField,FlagsField,,,,,,,,,,,,,,,,,,
596,GeneticGenerated,ID:596,StrField,BitField,BitEnumField,,,,,,,,,,,,,,,,,,,,,,,,,
597,GeneticGenerated,ID:597,ByteEnumField,ShortEnumField,IntEnumField,LongField,ByteEnumField,FlagsField,ShortEnumField,XShortField,ShortField,LongField,LongField,IntField,,,,,,,,,,,,,,,,
598,GeneticGenerated,ID:598,ShortEnumField,MayEnd,XStrLenField,XStrLenField,FieldLenField,EnumField,FieldLenField,ShortEnumField,FieldLenField,XStrLenField,,,,,,,,,,,,,,,,,,
599,GeneticGenerated,ID:599,BitEnumField,XBitField,XBitField,XBitField,XBitField,,,,,,,,,,,,,,,,,,,,,,,
600,GeneticGenerated,ID:600,FieldLenField,FieldLenField,StrLenField,FieldLenField,FieldListField,StrLenField,ByteEnumField,,,,,,,,,,,,,,,,,,,,,
601,GeneticGenerated,ID:601,IntEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
602,GeneticGenerated,ID:602,LenField,XShortField,XShortField,ByteEnumField,XIntField,ShortEnumField,ByteEnumField,ShortEnumField,,,,,,,,,,,,,,,,,,,,
603,GeneticGenerated,ID:603,ShortField,ShortEnumField,MACField,XBitField,,,,,,,,,,,,,,,,,,,,,,,,
604,GeneticGenerated,ID:604,ByteField,IntField,,,,,,,,,,,,,,,,,,,,,,,,,,
605,GeneticGenerated,ID:605,ShortField,IntField,IntField,IntField,ShortEnumField,,,,,,,,,,,,,,,,,,,,,,,
606,GeneticGenerated,ID:606,ByteEnumField,XIntField,XShortField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,
607,GeneticGenerated,ID:607,ByteField,MACField,,,,,,,,,,,,,,,,,,,,,,,,,,
608,GeneticGenerated,ID:608,ShortField,ShortField,XShortField,BitEnumField,BitField,XShortField,BitEnumField,XShortField,,,,,,,,,,,,,,,,,,,,
609,GeneticGenerated,ID:609,XByteField,PadField,ByteEnumField,FieldLenField,,,,,,,,,,,,,,,,,,,,,,,,
610,GeneticGenerated,ID:610,FlagsField,StrFixedLenField,XIntField,,,,,,,,,,,,,,,,,,,,,,,,,
611,GeneticGenerated,ID:611,ShortEnumField,ByteField,,,,,,,,,,,,,,,,,,,,,,,,,,
